bloc,traitement,traite,plant,projet,annee,site,date_semis,date_repiquage,sem_repiq,period_repiq,date_fert_1,sem_fert1,period_fert1,date_1,sem_d1,period_d1,haut1,feuil1,diam4,date_2,sem_d2,period_d2,haut2,feuil2,diam2,date_fert_2,sem_fert2,period_fert2,date_3,sem_d3,period_d3,haut3,feuil3,diam3,date_4,sem_d4,period_d4,haut4,feuil4,diam4,date_5,sem_d5,period_d5,nb_plants_5,nfleurs_5_m2,nfruits_5_m2,date_6,sem_d6,period_d6,nb_plants_6,nfleurs_6_m2,nfruits_6_m2,date_7,sem_d7,period_d7,nb_plants_7,nfleurs_7_m2,nfruits_7_m2,date_recolte_1,sem_re1,period_re1,date_recolte_2,date_recolte_3,sem_re3,period_re3,nfruits_re_m2,rdt_kghac,rdt_kgha,rdt_tha
2,T1,Fumier porcs,plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,19.75,8.00,6.80,2021-02-08,5.00,Sem AR,33.50,10.50,8.33,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,37.00,10.50,8.58,2021-02-22,7.00,Sem AR,31.00,7.00,9.16,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T1,Fumier porcs,plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,13.75,6.50,4.06,2021-02-08,5.00,Sem AR,23.25,9.00,5.36,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,28.75,9.00,5.15,2021-02-22,7.00,Sem AR,40.50,12.00,6.00,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T1,Fumier porcs,plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,18.25,7.00,5.05,2021-02-08,5.00,Sem AR,30.00,8.00,6.00,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,32.00,9.00,6.00,2021-02-22,7.00,Sem AR,38.50,12.00,6.28,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T2,Fumier poulets,plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,16.25,8.00,4.00,2021-02-08,5.00,Sem AR,28.50,10.50,6.14,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,35.00,13.00,7.05,2021-02-22,7.00,Sem AR,36.00,10.50,7.05,2021-02-25,7.43,Sem AR,8,62.00,5.00,2021-03-04,8.43,Sem AR,6,60.00,11.33,2021-03-11,9.43,Sem AR,6,74.00,21.33,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,4.67,844.67,844.67,0.84
2,T2,Fumier poulets,plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,30.50,10.00,6.00,2021-02-08,5.00,Sem AR,43.25,11.00,7.20,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,45.25,10.00,8.00,2021-02-22,7.00,Sem AR,45.75,10.00,8.15,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T2,Fumier poulets,plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,22.00,9.00,4.52,2021-02-08,5.00,Sem AR,31.00,9.00,5.76,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,40.00,11.00,7.00,2021-02-22,7.00,Sem AR,44.50,11.00,7.28,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T2,Fumier poulets,plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,24.75,9.50,4.85,2021-02-08,5.00,Sem AR,39.25,11.00,5.99,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,46.25,11.50,7.58,2021-02-22,7.00,Sem AR,48.00,12.00,7.58,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T3,Engrais mineral,plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,20.25,7.50,4.60,2021-02-08,5.00,Sem AR,21.50,5.50,5.14,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,24.00,8.00,5.56,2021-02-22,7.00,Sem AR,33.50,14.50,6.65,2021-02-25,7.43,Sem AR,7,41.14,4.00,2021-03-04,8.43,Sem AR,5,45.60,14.40,2021-03-11,9.43,Sem AR,5,72.00,17.60,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,1.60,256.80,256.80,0.26
2,T3,Engrais mineral,plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,25.00,9.00,5.35,2021-02-08,5.00,Sem AR,32.25,9.00,7.13,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,25.25,7.00,8.33,2021-02-22,7.00,Sem AR,37.00,13.00,7.66,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T3,Engrais mineral,plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,25.00,8.00,5.30,2021-02-08,5.00,Sem AR,27.00,6.00,6.00,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,29.00,6.00,6.00,2021-02-22,7.00,Sem AR,30.00,9.00,6.18,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T3,Engrais mineral,plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,25.75,8.50,4.50,2021-02-08,5.00,Sem AR,44.00,12.00,6.00,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,44.50,11.00,6.00,2021-02-22,7.00,Sem AR,51.50,14.00,7.00,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T4,"50% FPorcs,50% Eng. Min.",plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,22.00,10.00,5.46,2021-02-08,5.00,Sem AR,36.50,11.50,7.50,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,44.75,12.50,7.85,2021-02-22,7.00,Sem AR,48.00,14.00,8.14,2021-02-25,7.43,Sem AR,8,89.00,18.50,2021-03-04,8.43,Sem AR,8,83.50,24.00,2021-03-11,9.43,Sem AR,8,69.50,27.00,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,7.00,1218.00,1218.00,1.22
2,T4,"50% FPorcs,50% Eng. Min.",plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,25.25,9.00,5.94,2021-02-08,5.00,Sem AR,46.00,12.50,8.00,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,47.00,15.50,8.30,2021-02-22,7.00,Sem AR,49.25,16.00,8.62,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T4,"50% FPorcs,50% Eng. Min.",plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,17.50,8.50,5.00,2021-02-08,5.00,Sem AR,32.50,11.00,6.13,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,36.75,12.50,6.80,2021-02-22,7.00,Sem AR,43.25,14.00,8.00,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T4,"50% FPorcs,50% Eng. Min.",plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,17.50,7.50,3.96,2021-02-08,5.00,Sem AR,36.75,13.00,5.80,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,41.50,14.50,5.90,2021-02-22,7.00,Sem AR,46.00,14.50,6.75,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T5,"50% FPoulets,50% Eng. Min.",plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,32.50,10.50,7.78,2021-02-08,5.00,Sem AR,48.25,13.00,8.31,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,51.00,14.00,8.98,2021-02-22,7.00,Sem AR,55.25,15.00,9.13,2021-02-25,7.43,Sem AR,7,81.71,13.71,2021-03-04,8.43,Sem AR,7,72.57,22.86,2021-03-11,9.43,Sem AR,7,60.00,26.86,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,6.29,1573.71,1573.71,1.57
2,T5,"50% FPoulets,50% Eng. Min.",plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,16.00,6.00,3.14,2021-02-08,5.00,Sem AR,18.00,9.00,4.20,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,22.50,9.00,5.00,2021-02-22,7.00,Sem AR,25.50,8.00,5.00,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T5,"50% FPoulets,50% Eng. Min.",plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,31.50,9.00,7.94,2021-02-08,5.00,Sem AR,39.00,12.50,7.75,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,41.35,10.00,8.00,2021-02-22,7.00,Sem AR,48.75,14.00,8.51,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
2,T5,"50% FPoulets,50% Eng. Min.",plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,24.00,8.00,4.70,2021-02-08,5.00,Sem AR,30.50,8.50,5.40,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,34.60,7.50,6.53,2021-02-22,7.00,Sem AR,41.75,13.00,7.50,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
3,T0,Temoin,plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,11.50,6.50,3.50,2021-02-08,5.00,Sem AR,16.50,7.50,4.19,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,22.50,9.00,5.00,2021-02-22,7.00,Sem AR,33.75,11.50,5.50,2021-02-25,7.43,Sem AR,6,45.33,8.00,2021-03-04,8.43,Sem AR,5,49.60,14.40,2021-03-11,9.43,Sem AR,5,45.60,17.60,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,7.20,1148.80,1148.80,1.15
3,T0,Temoin,plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,13.25,6.50,3.86,2021-02-08,5.00,Sem AR,21.50,7.50,4.00,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,28.00,10.00,4.15,2021-02-22,7.00,Sem AR,30.50,8.50,4.50,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
3,T0,Temoin,plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,16.50,7.50,4.46,2021-02-08,5.00,Sem AR,33.50,13.00,6.00,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,40.50,15.00,7.00,2021-02-22,7.00,Sem AR,42.00,16.00,8.00,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
3,T0,Temoin,plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,17.75,9.00,4.25,2021-02-08,5.00,Sem AR,28.50,11.00,5.35,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,29.75,10.50,5.50,2021-02-22,7.00,Sem AR,29.75,11.50,5.50,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
3,T1,Fumier porcs,plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,20.50,9.50,5.50,2021-02-08,5.00,Sem AR,40.75,18.00,6.50,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,46.75,22.00,7.18,2021-02-22,7.00,Sem AR,48.20,22.00,7.25,2021-02-25,7.43,Sem AR,8,63.00,9.00,2021-03-04,8.43,Sem AR,7,54.86,13.71,2021-03-11,9.43,Sem AR,7,57.14,15.43,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,5.71,972.57,972.57,0.97
3,T1,Fumier porcs,plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,15.75,7.00,3.93,2021-02-08,5.00,Sem AR,25.50,11.00,4.76,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,28.25,13.00,5.15,2021-02-22,7.00,Sem AR,32.75,14.50,5.69,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
3,T1,Fumier porcs,plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,16.00,6.50,5.01,2021-02-08,5.00,Sem AR,25.00,9.50,5.45,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,32.00,12.00,6.50,2021-02-22,7.00,Sem AR,42.50,11.50,6.84,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
3,T1,Fumier porcs,plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,14.75,7.00,4.50,2021-02-08,5.00,Sem AR,26.25,8.00,5.50,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,29.25,8.50,5.71,2021-02-22,7.00,Sem AR,34.50,9.50,6.00,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
3,T2,Fumier poulets,plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,23.75,11.00,5.10,2021-02-08,5.00,Sem AR,30.00,10.00,5.00,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,34.50,12.00,5.00,2021-02-22,7.00,Sem AR,35.00,11.00,6.00,2021-02-25,7.43,Sem AR,5,44.80,7.20,2021-03-04,8.43,Sem AR,5,45.60,8.00,2021-03-11,9.43,Sem AR,5,36.80,11.20,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,5.60,780.00,780.00,0.78
3,T2,Fumier poulets,plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,18.25,9.00,5.00,2021-02-08,5.00,Sem AR,31.00,9.00,5.50,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,34.25,10.50,6.00,2021-02-22,7.00,Sem AR,36.25,10.00,6.40,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
3,T2,Fumier poulets,plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,13.50,6.00,4.25,2021-02-08,5.00,Sem AR,15.50,10.00,3.07,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,21.50,8.00,4.40,2021-02-22,7.00,Sem AR,33.50,11.00,5.00,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
