bloc,traitement,traite,plant,projet,annee,site,date_semis,date_repiquage,sem_repiq,period_repiq,date_fert_1,sem_fert1,period_fert1,date_1,sem_d1,period_d1,haut1,feuil1,diam4,date_2,sem_d2,period_d2,haut2,feuil2,diam2,date_fert_2,sem_fert2,period_fert2,date_3,sem_d3,period_d3,haut3,feuil3,diam3,date_4,sem_d4,period_d4,haut4,feuil4,diam4,date_5,sem_d5,period_d5,nb_plants_5,nfleurs_5_m2,nfruits_5_m2,date_6,sem_d6,period_d6,nb_plants_6,nfleurs_6_m2,nfruits_6_m2,date_7,sem_d7,period_d7,nb_plants_7,nfleurs_7_m2,nfruits_7_m2,date_recolte_1,sem_re1,period_re1,date_recolte_2,date_recolte_3,sem_re3,period_re3,nfruits_re_m2,rdt_kghac,rdt_kgha,rdt_tha
4,T4,"50% FPorcs,50% Eng. Min.",plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,22.50,8.00,3.85,2021-02-08,5.00,Sem AR,35.00,10.50,5.00,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,41.75,9.00,5.66,2021-02-22,7.00,Sem AR,44.00,9.50,6.18,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
4,T4,"50% FPorcs,50% Eng. Min.",plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,21.00,8.00,4.50,2021-02-08,5.00,Sem AR,31.25,9.50,5.85,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,35.50,12.50,6.10,2021-02-22,7.00,Sem AR,38.25,12.50,6.67,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
4,T4,"50% FPorcs,50% Eng. Min.",plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,16.75,7.50,3.62,2021-02-08,5.00,Sem AR,22.50,8.50,4.50,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,27.50,11.00,6.50,2021-02-22,7.00,Sem AR,37.25,15.00,6.50,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
4,T5,"50% FPoulets,50% Eng. Min.",plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,20.00,8.50,4.16,2021-02-08,5.00,Sem AR,39.75,12.00,6.54,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,43.00,12.50,7.87,2021-02-22,7.00,Sem AR,43.00,13.00,8.27,2021-02-25,7.43,Sem AR,8,66.50,8.50,2021-03-04,8.43,Sem AR,4,93.00,21.00,2021-03-11,9.43,Sem AR,4,63.00,36.00,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,5.00,1112.00,1112.00,1.11
4,T5,"50% FPoulets,50% Eng. Min.",plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,32.50,10.00,5.31,2021-02-08,5.00,Sem AR,50.00,16.50,7.21,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,54.00,14.00,7.75,2021-02-22,7.00,Sem AR,54.50,14.00,8.23,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
4,T5,"50% FPoulets,50% Eng. Min.",plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,15.75,7.00,4.65,2021-02-08,5.00,Sem AR,25.50,10.50,5.39,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,26.75,10.00,6.00,2021-02-22,7.00,Sem AR,28.00,11.00,7.00,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
4,T5,"50% FPoulets,50% Eng. Min.",plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,12.50,7.00,3.76,2021-02-08,5.00,Sem AR,30.00,11.00,5.50,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,35.00,11.00,7.00,2021-02-22,7.00,Sem AR,39.50,12.00,7.10,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T0,Temoin,plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,17.75,7.00,4.37,2021-02-08,5.00,Sem AR,27.50,9.50,5.50,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,31.50,9.50,6.60,2021-02-22,7.00,Sem AR,38.50,6.50,6.50,2021-02-25,7.43,Sem AR,7,70.86,16.00,2021-03-04,8.43,Sem AR,7,67.43,19.43,2021-03-11,9.43,Sem AR,6,83.33,22.00,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,7.33,1074.67,1074.67,1.07
5,T0,Temoin,plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,14.75,6.50,5.23,2021-02-08,5.00,Sem AR,17.75,7.00,5.85,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,20.25,7.50,6.00,2021-02-22,7.00,Sem AR,26.50,8.00,6.50,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T0,Temoin,plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,16.75,8.00,6.25,2021-02-08,5.00,Sem AR,18.75,7.50,5.45,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,23.25,8.00,6.65,2021-02-22,7.00,Sem AR,29.25,10.00,5.11,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T0,Temoin,plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,20.50,9.50,6.50,2021-02-08,5.00,Sem AR,33.25,10.50,7.80,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,39.75,16.50,8.30,2021-02-22,7.00,Sem AR,44.25,16.00,8.35,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T1,Fumier porcs,plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,18.75,9.00,5.04,2021-02-08,5.00,Sem AR,33.25,12.00,5.84,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,33.25,10.50,6.84,2021-02-22,7.00,Sem AR,33.75,10.50,7.06,2021-02-25,7.43,Sem AR,7,61.14,10.86,2021-03-04,8.43,Sem AR,7,58.29,14.86,2021-03-11,9.43,Sem AR,6,38.67,12.00,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,2.67,479.33,479.33,0.48
5,T1,Fumier porcs,plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,26.00,11.00,6.50,2021-02-08,5.00,Sem AR,41.75,12.50,7.50,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,42.00,12.00,7.00,2021-02-22,7.00,Sem AR,43.50,9.50,7.50,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T1,Fumier porcs,plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,17.25,8.50,4.69,2021-02-08,5.00,Sem AR,30.00,10.50,5.56,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,36.50,14.00,5.66,2021-02-22,7.00,Sem AR,38.00,13.50,6.50,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T1,Fumier porcs,plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,17.75,7.00,4.60,2021-02-08,5.00,Sem AR,31.00,9.50,5.25,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,31.75,9.50,5.60,2021-02-22,7.00,Sem AR,36.50,12.50,6.48,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T2,Fumier poulets,plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,15.50,7.00,4.68,2021-02-08,5.00,Sem AR,19.75,5.50,5.76,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,22.00,9.00,5.50,2021-02-22,7.00,Sem AR,32.25,11.00,6.74,2021-02-25,7.43,Sem AR,7,70.86,12.00,2021-03-04,8.43,Sem AR,7,68.00,14.86,2021-03-11,9.43,Sem AR,7,64.00,18.86,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,7.43,1504.57,1504.57,1.50
5,T2,Fumier poulets,plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,21.50,8.00,4.50,2021-02-08,5.00,Sem AR,31.00,7.00,6.00,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,33.00,5.00,6.00,2021-02-22,7.00,Sem AR,34.50,7.00,6.00,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T2,Fumier poulets,plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,20.50,8.50,4.50,2021-02-08,5.00,Sem AR,36.50,11.50,6.30,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,37.50,17.00,7.00,2021-02-22,7.00,Sem AR,41.00,19.00,8.00,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T2,Fumier poulets,plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,21.00,9.50,5.00,2021-02-08,5.00,Sem AR,30.75,8.50,5.80,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,32.00,8.00,6.00,2021-02-22,7.00,Sem AR,34.75,9.50,6.13,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T3,Engrais mineral,plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,12.00,7.00,5.00,2021-02-08,5.00,Sem AR,30.50,10.00,6.00,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,36.00,9.00,6.30,2021-02-22,7.00,Sem AR,36.00,12.00,6.50,2021-02-25,7.43,Sem AR,7,73.14,4.00,2021-03-04,8.43,Sem AR,4,65.00,13.00,2021-03-11,9.43,Sem AR,4,61.00,19.00,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,6.00,789.00,789.00,0.79
5,T3,Engrais mineral,plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,17.00,8.50,5.35,2021-02-08,5.00,Sem AR,31.00,11.00,5.79,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,34.00,12.00,6.50,2021-02-22,7.00,Sem AR,34.25,10.00,6.50,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T3,Engrais mineral,plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,17.00,7.00,5.00,2021-02-08,5.00,Sem AR,31.00,12.00,6.55,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,33.00,12.50,6.81,2021-02-22,7.00,Sem AR,35.25,10.50,6.71,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T3,Engrais mineral,plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,17.25,7.50,5.25,2021-02-08,5.00,Sem AR,31.75,11.00,5.90,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,36.80,11.50,7.00,2021-02-22,7.00,Sem AR,41.00,17.00,8.64,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T4,"50% FPorcs,50% Eng. Min.",plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,17.50,8.50,5.15,2021-02-08,5.00,Sem AR,36.50,11.50,5.77,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,32.50,10.50,5.80,2021-02-22,7.00,Sem AR,35.75,14.50,6.48,2021-02-25,7.43,Sem AR,8,85.50,10.00,2021-03-04,8.43,Sem AR,7,81.14,18.86,2021-03-11,9.43,Sem AR,7,64.00,28.00,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,2.29,411.43,411.43,0.41
5,T4,"50% FPorcs,50% Eng. Min.",plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,33.75,12.50,5.23,2021-02-08,5.00,Sem AR,41.00,17.00,6.50,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,42.00,20.50,7.25,2021-02-22,7.00,Sem AR,43.00,19.50,7.75,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T4,"50% FPorcs,50% Eng. Min.",plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,15.75,6.50,4.26,2021-02-08,5.00,Sem AR,29.25,9.50,5.50,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,33.00,9.50,6.72,2021-02-22,7.00,Sem AR,41.00,12.00,7.72,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T4,"50% FPorcs,50% Eng. Min.",plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,18.00,9.50,4.80,2021-02-08,5.00,Sem AR,32.00,9.50,7.16,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,37.25,15.50,8.55,2021-02-22,7.00,Sem AR,41.25,16.50,8.55,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T5,"50% FPoulets,50% Eng. Min.",plant 1,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,19.00,9.00,5.36,2021-02-08,5.00,Sem AR,33.00,11.00,5.94,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,35.50,9.00,6.55,2021-02-22,7.00,Sem AR,48.00,14.00,8.24,2021-02-25,7.43,Sem AR,7,64.57,12.57,2021-03-04,8.43,Sem AR,5,72.80,24.80,2021-03-11,9.43,Sem AR,5,56.00,24.00,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,10.40,1283.20,1283.20,1.28
5,T5,"50% FPoulets,50% Eng. Min.",plant 3,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,16.50,8.00,5.00,2021-02-08,5.00,Sem AR,27.75,11.00,6.35,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,32.25,11.00,6.59,2021-02-22,7.00,Sem AR,33.50,10.50,7.33,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T5,"50% FPoulets,50% Eng. Min.",plant 5,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,19.00,9.00,5.00,2021-02-08,5.00,Sem AR,39.00,14.50,6.02,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,46.50,12.00,7.00,2021-02-22,7.00,Sem AR,47.00,14.00,6.48,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
5,T5,"50% FPoulets,50% Eng. Min.",plant 7,Stage L3 AGRI,2021,Perimetre maraicher Torgokaha,2020-12-01,2021-01-04,4.86,Sem AS,2021-01-11,1.00,Sem AR,2021-01-25,3.00,Sem AR,16.50,7.00,5.00,2021-02-08,5.00,Sem AR,32.00,11.00,5.60,2021-02-10,5.29,Sem AR,2021-02-15,6.00,Sem AR,44.50,13.00,7.00,2021-02-22,7.00,Sem AR,47.00,14.00,8.24,2021-02-25,7.43,Sem AR,,,,2021-03-04,8.43,Sem AR,,,,2021-03-11,9.43,Sem AR,,,,2021-03-11,9.43,Sem AR,2021-03-20,2021-03-27,11.71,Sem AR,,,,
